Year,Month,Condition,Age Group,COVID-19 Deaths
2020,2,"Intentional and unintentional injury, poisoning, and other adverse events",25-34,0
2020,3,"Intentional and unintentional injury, poisoning, and other adverse events",25-34,3
2020,4,"Intentional and unintentional injury, poisoning, and other adverse events",25-34,14
2020,5,"Intentional and unintentional injury, poisoning, and other adverse events",25-34,23
2020,6,"Intentional and unintentional injury, poisoning, and other adverse events",25-34,8
2020,7,"Intentional and unintentional injury, poisoning, and other adverse events",25-34,23
2020,8,"Intentional and unintentional injury, poisoning, and other adverse events",25-34,21
2020,9,"Intentional and unintentional injury, poisoning, and other adverse events",25-34,9
2020,10,"Intentional and unintentional injury, poisoning, and other adverse events",25-34,7
2020,11,"Intentional and unintentional injury, poisoning, and other adverse events",25-34,14
2020,12,"Intentional and unintentional injury, poisoning, and other adverse events",25-34,42
2021,1,"Intentional and unintentional injury, poisoning, and other adverse events",25-34,44
2021,2,"Intentional and unintentional injury, poisoning, and other adverse events",25-34,18
2021,3,"Intentional and unintentional injury, poisoning, and other adverse events",25-34,16
2021,4,"Intentional and unintentional injury, poisoning, and other adverse events",25-34,22
2021,5,"Intentional and unintentional injury, poisoning, and other adverse events",25-34,19
2021,6,"Intentional and unintentional injury, poisoning, and other adverse events",25-34,6
2021,7,"Intentional and unintentional injury, poisoning, and other adverse events",25-34,12
2021,8,"Intentional and unintentional injury, poisoning, and other adverse events",25-34,39
2021,9,"Intentional and unintentional injury, poisoning, and other adverse events",25-34,50
2021,10,"Intentional and unintentional injury, poisoning, and other adverse events",25-34,29
2021,11,"Intentional and unintentional injury, poisoning, and other adverse events",25-34,32
2021,12,"Intentional and unintentional injury, poisoning, and other adverse events",25-34,38
2022,1,"Intentional and unintentional injury, poisoning, and other adverse events",25-34,96
2022,2,"Intentional and unintentional injury, poisoning, and other adverse events",25-34,58
2022,3,"Intentional and unintentional injury, poisoning, and other adverse events",25-34,27
2022,4,"Intentional and unintentional injury, poisoning, and other adverse events",25-34,22
2022,5,"Intentional and unintentional injury, poisoning, and other adverse events",25-34,14
2022,6,"Intentional and unintentional injury, poisoning, and other adverse events",25-34,20
2022,7,"Intentional and unintentional injury, poisoning, and other adverse events",25-34,20
2022,8,"Intentional and unintentional injury, poisoning, and other adverse events",25-34,19
2022,9,"Intentional and unintentional injury, poisoning, and other adverse events",25-34,10
2022,10,"Intentional and unintentional injury, poisoning, and other adverse events",25-34,12
2022,11,"Intentional and unintentional injury, poisoning, and other adverse events",25-34,8
2022,12,"Intentional and unintentional injury, poisoning, and other adverse events",25-34,14
2023,1,"Intentional and unintentional injury, poisoning, and other adverse events",25-34,8
2023,2,"Intentional and unintentional injury, poisoning, and other adverse events",25-34,1
2023,3,"Intentional and unintentional injury, poisoning, and other adverse events",25-34,0
2020,1,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,0
2020,2,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,0
2020,3,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,5
2020,4,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,18
2020,5,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,21
2020,6,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,16
2020,7,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,24
2020,8,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,15
2020,9,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,18
2020,10,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,21
2020,11,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,25
2020,12,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,47
2021,1,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,63
2021,2,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,50
2021,3,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,34
2021,4,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,30
2021,5,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,20
2021,6,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,19
2021,7,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,30
2021,8,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,95
2021,9,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,99
2021,10,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,66
2021,11,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,49
2021,12,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,85
2022,1,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,151
2022,2,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,93
2022,3,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,40
2022,4,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,17
2022,5,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,31
2022,6,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,12
2022,7,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,36
2022,8,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,23
2022,9,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,19
2022,10,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,10
2022,11,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,19
2022,12,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,18
2023,1,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,12
2023,2,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,8
2023,3,"Intentional and unintentional injury, poisoning, and other adverse events",35-44,0
2020,1,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,0
2020,2,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,1
2020,3,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,3
2020,4,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,40
2020,5,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,35
2020,6,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,21
2020,7,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,40
2020,8,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,32
2020,9,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,27
2020,10,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,29
2020,11,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,34
2020,12,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,98
2021,1,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,162
2021,2,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,78
2021,3,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,67
2021,4,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,37
2021,5,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,56
2021,6,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,27
2021,7,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,40
2021,8,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,147
2021,9,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,165
2021,10,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,107
2021,11,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,90
2021,12,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,121
2022,1,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,255
2022,2,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,136
2022,3,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,61
2022,4,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,21
2022,5,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,27
2022,6,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,30
2022,7,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,35
2022,8,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,40
2022,9,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,19
2022,10,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,26
2022,11,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,20
2022,12,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,20
2023,1,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,15
2023,2,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,8
2023,3,"Intentional and unintentional injury, poisoning, and other adverse events",45-54,0
2020,1,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,0
2020,2,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,0
2020,3,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,12
2020,4,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,97
2020,5,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,72
2020,6,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,49
2020,7,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,74
2020,8,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,62
2020,9,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,39
2020,10,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,63
2020,11,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,96
2020,12,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,211
2021,1,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,345
2021,2,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,198
2021,3,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,111
2021,4,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,97
2021,5,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,91
2021,6,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,46
2021,7,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,68
2021,8,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,193
2021,9,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,267
2021,10,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,178
2021,11,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,161
2021,12,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,204
2022,1,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,454
2022,2,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,295
2022,3,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,127
2022,4,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,49
2022,5,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,42
2022,6,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,50
2022,7,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,59
2022,8,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,59
2022,9,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,51
2022,10,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,43
2022,11,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,28
2022,12,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,55
2023,1,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,45
2023,2,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,26
2023,3,"Intentional and unintentional injury, poisoning, and other adverse events",55-64,1
2020,1,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,0
2020,2,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,0
2020,3,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,14
2020,4,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,125
2020,5,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,100
2020,6,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,64
2020,7,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,120
2020,8,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,100
2020,9,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,73
2020,10,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,95
2020,11,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,173
2020,12,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,386
2021,1,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,532
2021,2,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,291
2021,3,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,161
2021,4,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,138
2021,5,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,119
2021,6,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,67
2021,7,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,71
2021,8,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,256
2021,9,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,319
2021,10,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,240
2021,11,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,207
2021,12,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,286
2022,1,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,643
2022,2,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,490
2022,3,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,167
2022,4,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,62
2022,5,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,72
2022,6,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,82
2022,7,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,109
2022,8,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,87
2022,9,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,88
2022,10,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,59
2022,11,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,75
2022,12,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,90
2023,1,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,100
2023,2,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,41
2023,3,"Intentional and unintentional injury, poisoning, and other adverse events",65-74,3
2020,1,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,0
2020,2,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,0
2020,3,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,21
2020,4,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,158
2020,5,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,139
2020,6,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,71
2020,7,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,160
2020,8,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,115
2020,9,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,99
2020,10,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,122
2020,11,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,263
2020,12,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,510
2021,1,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,606
2021,2,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,337
2021,3,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,169
2021,4,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,136
2021,5,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,88
2021,6,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,49
2021,7,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,54
2021,8,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,239
2021,9,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,269
2021,10,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,211
2021,11,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,193
2021,12,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,283
2022,1,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,615
2022,2,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,493
2022,3,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,143
2022,4,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,88
2022,5,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,97
2022,6,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,108
2022,7,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,149
2022,8,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,159
2022,9,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,110
2022,10,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,114
2022,11,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,118
2022,12,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,156
2023,1,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,146
2023,2,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,94
2023,3,"Intentional and unintentional injury, poisoning, and other adverse events",75-84,5
2020,1,"Intentional and unintentional injury, poisoning, and other adverse events",85+,0
2020,2,"Intentional and unintentional injury, poisoning, and other adverse events",85+,1
2020,3,"Intentional and unintentional injury, poisoning, and other adverse events",85+,17
2020,4,"Intentional and unintentional injury, poisoning, and other adverse events",85+,245
2020,5,"Intentional and unintentional injury, poisoning, and other adverse events",85+,207
2020,6,"Intentional and unintentional injury, poisoning, and other adverse events",85+,122
2020,7,"Intentional and unintentional injury, poisoning, and other adverse events",85+,160
2020,8,"Intentional and unintentional injury, poisoning, and other adverse events",85+,153
2020,9,"Intentional and unintentional injury, poisoning, and other adverse events",85+,114
2020,10,"Intentional and unintentional injury, poisoning, and other adverse events",85+,192
2020,11,"Intentional and unintentional injury, poisoning, and other adverse events",85+,353
2020,12,"Intentional and unintentional injury, poisoning, and other adverse events",85+,632
2021,1,"Intentional and unintentional injury, poisoning, and other adverse events",85+,724
2021,2,"Intentional and unintentional injury, poisoning, and other adverse events",85+,356
2021,3,"Intentional and unintentional injury, poisoning, and other adverse events",85+,154
2021,4,"Intentional and unintentional injury, poisoning, and other adverse events",85+,112
2021,5,"Intentional and unintentional injury, poisoning, and other adverse events",85+,92
2021,6,"Intentional and unintentional injury, poisoning, and other adverse events",85+,58
2021,7,"Intentional and unintentional injury, poisoning, and other adverse events",85+,58
2021,8,"Intentional and unintentional injury, poisoning, and other adverse events",85+,174
2021,9,"Intentional and unintentional injury, poisoning, and other adverse events",85+,230
2021,10,"Intentional and unintentional injury, poisoning, and other adverse events",85+,186
2021,11,"Intentional and unintentional injury, poisoning, and other adverse events",85+,193
2021,12,"Intentional and unintentional injury, poisoning, and other adverse events",85+,230
2022,1,"Intentional and unintentional injury, poisoning, and other adverse events",85+,668
2022,2,"Intentional and unintentional injury, poisoning, and other adverse events",85+,468
2022,3,"Intentional and unintentional injury, poisoning, and other adverse events",85+,160
2022,4,"Intentional and unintentional injury, poisoning, and other adverse events",85+,83
2022,5,"Intentional and unintentional injury, poisoning, and other adverse events",85+,132
2022,6,"Intentional and unintentional injury, poisoning, and other adverse events",85+,155
2022,7,"Intentional and unintentional injury, poisoning, and other adverse events",85+,225
2022,8,"Intentional and unintentional injury, poisoning, and other adverse events",85+,239
2022,9,"Intentional and unintentional injury, poisoning, and other adverse events",85+,156
2022,10,"Intentional and unintentional injury, poisoning, and other adverse events",85+,149
2022,11,"Intentional and unintentional injury, poisoning, and other adverse events",85+,161
2022,12,"Intentional and unintentional injury, poisoning, and other adverse events",85+,239
2023,1,"Intentional and unintentional injury, poisoning, and other adverse events",85+,218
2023,2,"Intentional and unintentional injury, poisoning, and other adverse events",85+,121
2023,3,"Intentional and unintentional injury, poisoning, and other adverse events",85+,15
2020,1,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0
2020,2,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0
2020,3,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0
2020,4,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0
2020,5,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0
2020,6,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0
2020,7,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0
2020,8,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,1
2020,9,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0
2020,10,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0
2020,11,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0
2020,12,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0
2021,1,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0
2021,2,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0
2021,3,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,2
2021,4,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0
2021,5,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0
2021,6,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0
2021,7,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0
2021,8,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0
2021,9,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0
2021,10,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0
2021,11,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0
2021,12,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0
2022,1,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,2
2022,2,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0
2022,3,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0
2022,4,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0
2022,5,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0
2022,6,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0
2022,7,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0
2022,8,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0
2022,9,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0
2022,10,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0
2022,11,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0
2022,12,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0
2023,1,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0
2023,2,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0
2023,3,"Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0
2020,1,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,0
2020,2,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,2
2020,3,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,75
2020,4,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,698
2020,5,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,602
2020,6,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,358
2020,7,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,613
2020,8,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,505
2020,9,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,386
2020,10,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,532
2020,11,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,963
2020,12,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,1942
2021,1,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,2492
2021,2,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,1344
2021,3,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,723
2021,4,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,579
2021,5,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,495
2021,6,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,275
2021,7,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,344
2021,8,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,1157
2021,9,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,1420
2021,10,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,1028
2021,11,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,937
2021,12,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,1263
2022,1,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,2937
2022,2,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,2061
2022,3,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,745
2022,4,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,346
2022,5,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,424
2022,6,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,466
2022,7,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,647
2022,8,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,642
2022,9,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,461
2022,10,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,420
2022,11,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,436
2022,12,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,593
2023,1,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,551
2023,2,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,301
2023,3,"Intentional and unintentional injury, poisoning, and other adverse events",All Ages,24
2020,1,All other conditions and causes (residual),0-24,0
2020,2,All other conditions and causes (residual),0-24,0
2020,3,All other conditions and causes (residual),0-24,5
2020,4,All other conditions and causes (residual),0-24,43
2020,5,All other conditions and causes (residual),0-24,37
2020,6,All other conditions and causes (residual),0-24,32
2020,7,All other conditions and causes (residual),0-24,61
2020,8,All other conditions and causes (residual),0-24,38
2020,9,All other conditions and causes (residual),0-24,22
2020,10,All other conditions and causes (residual),0-24,27
2020,11,All other conditions and causes (residual),0-24,45
2020,12,All other conditions and causes (residual),0-24,72
2021,1,All other conditions and causes (residual),0-24,95
2021,2,All other conditions and causes (residual),0-24,58
2021,3,All other conditions and causes (residual),0-24,42
2021,4,All other conditions and causes (residual),0-24,41
2021,5,All other conditions and causes (residual),0-24,51
2021,6,All other conditions and causes (residual),0-24,17
2021,7,All other conditions and causes (residual),0-24,51
2021,8,All other conditions and causes (residual),0-24,174
2021,9,All other conditions and causes (residual),0-24,201
2021,10,All other conditions and causes (residual),0-24,120
2021,11,All other conditions and causes (residual),0-24,87
2021,12,All other conditions and causes (residual),0-24,139
2022,1,All other conditions and causes (residual),0-24,224
2022,2,All other conditions and causes (residual),0-24,116
2022,3,All other conditions and causes (residual),0-24,62
2022,4,All other conditions and causes (residual),0-24,28
2022,5,All other conditions and causes (residual),0-24,39
2022,6,All other conditions and causes (residual),0-24,45
2022,7,All other conditions and causes (residual),0-24,55
2022,8,All other conditions and causes (residual),0-24,55
2022,9,All other conditions and causes (residual),0-24,34
2022,10,All other conditions and causes (residual),0-24,29
2022,11,All other conditions and causes (residual),0-24,24
2022,12,All other conditions and causes (residual),0-24,32
2023,1,All other conditions and causes (residual),0-24,30
2023,2,All other conditions and causes (residual),0-24,10
2023,3,All other conditions and causes (residual),0-24,5
2020,1,All other conditions and causes (residual),25-34,0
2020,2,All other conditions and causes (residual),25-34,0
2020,3,All other conditions and causes (residual),25-34,33
2020,4,All other conditions and causes (residual),25-34,155
2020,5,All other conditions and causes (residual),25-34,94
2020,6,All other conditions and causes (residual),25-34,77
2020,7,All other conditions and causes (residual),25-34,147
2020,8,All other conditions and causes (residual),25-34,103
2020,9,All other conditions and causes (residual),25-34,80
2020,10,All other conditions and causes (residual),25-34,59
2020,11,All other conditions and causes (residual),25-34,130
2020,12,All other conditions and causes (residual),25-34,209
2021,1,All other conditions and causes (residual),25-34,315
2021,2,All other conditions and causes (residual),25-34,144
2021,3,All other conditions and causes (residual),25-34,99
2021,4,All other conditions and causes (residual),25-34,115
2021,5,All other conditions and causes (residual),25-34,108
2021,6,All other conditions and causes (residual),25-34,60
